Username,Team,Age_Range,Gender,Grade,Travel_Time,Special_Feature
27476,Liberacorpus,50-59,Male,E,120-149,
18066,Duro,60>,Female,E,180+,
23115,Meteolojinx Recanto,30-39,Female,E,180+,
25777,Specialis Revelio,50-59,Female,E,150-179,
25744,Liberacorpus,50-59,Female,E,90-119,
14246,Duro,40-49,Female,E,150-179,
14204,Impedimenta,50-59,Female,E,150-179,
13609,Defodio,60>,Female,E,180+,
21506,Mobilicorpus,50-59,Female,E,180+,
50109,Liberacorpus,30-39,Male,E,150-179,
24117,Liberacorpus,50-59,Female,E,180+,
18128,Liberacorpus,60>,Female,E,30-59,
16590,Confringo,20-29,Female,E,120-149,
13537,Confringo,30-39,Female,E,60-89,
28708,Confringo,50-59,Male,E,30-59,
20971,Confringo,30-39,Female,E,150-179,
10002,Sonorus,60>,Female,E,60-89,
25629,Mobilicorpus,<20,Male,E,30-59,
25880,Mobilicorpus,40-49,Male,E,150-179,
19435,Duro,60>,Female,E,180+,
20035,Mobilicorpus,50-59,Male,E,60-89,
10031,Confringo,60>,Female,E,30-59,
27333,Confringo,40-49,Male,E,30-59,
18069,Locomotor Mortis,60>,Female,E,0-29,
18207,Confringo,20-29,Male,E,180+,
21175,Meteolojinx Recanto,50-59,Female,E,60-89,
15074,Liberacorpus,40-49,Male,E,30-59,
24423,Aparecium,50-59,Female,E,120-149,
18190,Confringo,20-29,Male,E,180+,
26202,Defodio,50-59,Female,E,60-89,
50589,Mobilicorpus,60>,Female,E,180+,
13742,Mobilicorpus,50-59,Male,E,180+,
23569,Mobilicorpus,20-29,Male,E,60-89,
19353,Mobilicorpus,50-59,Male,E,60-89,
18874,Mobilicorpus,40-49,Female,E,180+,
18896,Mobilicorpus,20-29,Male,E,180+,
21291,Mobilicorpus,20-29,Female,E,0-29,
22542,Mobilicorpus,20-29,Female,E,0-29,
22773,Mobilicorpus,30-39,Female,E,30-59,
23237,Mobilicorpus,20-29,Male,E,0-29,
27068,Mobilicorpus,20-29,Male,E,60-89,
27099,Mobilicorpus,20-29,Female,E,60-89,
27154,Mobilicorpus,20-29,Male,E,90-119,
27144,Aparecium,30-39,Male,E,30-59,
27146,Aparecium,30-39,Male,E,0-29,
27073,Mobilicorpus,40-49,NULL,E,30-59,
27076,Mobilicorpus,20-29,Male,E,60-89,
27080,Mobilicorpus,20-29,Female,E,0-29,
27084,Mobilicorpus,20-29,Male,E,150-179,
27089,Mobilicorpus,30-39,Male,E,180+,
27130,Mobilicorpus,20-29,Female,E,30-59,
27139,Mobilicorpus,30-39,Male,E,180+,
27168,Mobilicorpus,30-39,Female,E,180+,
27169,Mobilicorpus,30-39,Male,E,180+,
27173,Mobilicorpus,50-59,Female,E,0-29,
27181,Mobilicorpus,20-29,Female,E,60-89,
27186,Mobilicorpus,30-39,Male,E,150-179,
27312,Mobilicorpus,20-29,Male,E,30-59,
15118,Mobilicorpus,20-29,Female,E,180+,
27098,Aparecium,20-29,Male,E,90-119,
27109,Aparecium,20-29,Female,E,180+,
27143,Aparecium,40-49,Male,E,60-89,
27185,Aparecium,30-39,Female,E,30-59,
27134,Mobilicorpus,30-39,Female,E,150-179,
27167,Mobilicorpus,30-39,Male,E,30-59,
27183,Aparecium,30-39,Female,E,90-119,
25714,Mobilicorpus,30-39,Female,E,30-59,
27085,Mobilicorpus,20-29,Male,E,0-29,
27157,Mobilicorpus,20-29,Female,E,180+,
19413,Confringo,20-29,Male,E,30-59,
14443,Duro,30-39,Female,E,150-179,
22245,Confringo,50-59,Female,E,120-149,
24233,Impedimenta,20-29,Male,E,30-59,
22648,Confringo,50-59,Male,E,30-59,
20222,Aparecium,40-49,NULL,E,120-149,
15381,Impedimenta,40-49,Male,E,30-59,
17395,Aparecium,20-29,Female,E,90-119,
11062,Duro,50-59,Female,E,90-119,
17110,Duro,30-39,Male,E,60-89,
11326,Impedimenta,40-49,Female,E,150-179,
27986,Confringo,20-29,Female,E,180+,
13488,Defodio,20-29,Female,E,90-119,
19277,Sonorus,40-49,Female,E,90-119,
20203,Defodio,40-49,Male,E,30-59,
22104,Sonorus,30-39,Male,E,90-119,
22142,Confringo,30-39,Male,E,90-119,
12067,Locomotor Mortis,50-59,Male,E,30-59,
22136,Meteolojinx Recanto,30-39,Male,E,60-89,
26629,Defodio,50-59,Male,E,0-29,
22981,Impedimenta,40-49,Male,E,0-29,
20418,Duro,50-59,Female,E,90-119,
10567,Duro,50-59,Male,E,30-59,
13779,Wingardium Leviosa,50-59,Male,E,30-59,
18512,Duro,40-49,Female,E,30-59,
15528,Mobilicorpus,40-49,Female,E,30-59,
16968,Mobilicorpus,30-39,Male,E,60-89,
18641,Liberacorpus,60>,Female,E,180+,
21319,Fidelius Charm,50-59,Female,E,60-89,
25504,Impedimenta,50-59,Female,E,180+,
20395,Defodio,40-49,Male,E,0-29,
23074,Impedimenta,50-59,Female,E,180+,
24616,Impedimenta,40-49,Male,E,150-179,
50427,Mobilicorpus,40-49,Male,E,30-59,
28166,Prior Incantato,60>,Female,E,120-149,
25777,Specialis Revelio,50-59,Female,E,0-29,
20658,Mobilicorpus,40-49,Male,E,30-59,
22772,Mobilicorpus,20-29,Female,E,30-59,
23332,Mobilicorpus,20-29,Male,E,30-59,
21502,Liberacorpus,50-59,Male,E,120-149,
15751,Locomotor Mortis,30-39,Male,E,30-59,
28581,Mobilicorpus,50-59,Male,E,0-29,
10750,Meteolojinx Recanto,40-49,Female,E,0-29,
12665,Meteolojinx Recanto,40-49,Female,E,120-149,
23647,Mobilicorpus,20-29,Female,E,0-29,
17739,Confringo,40-49,Male,E,30-59,
22112,Sonorus,50-59,Male,E,60-89,
20006,Locomotor Mortis,20-29,Male,E,180+,
16958,Defodio,60>,Female,E,30-59,
18898,Mobilicorpus,20-29,Female,E,180+,
25304,Liberacorpus,50-59,Male,E,30-59,
26015,Liberacorpus,50-59,Female,E,60-89,
10728,Duro,50-59,Female,E,30-59,
27920,Defodio,50-59,Male,E,120-149,
23948,Confringo,40-49,Female,E,30-59,
50557,Confringo,60>,Female,E,30-59,
15211,Mobilicorpus,20-29,Male,E,30-59,
27183,Mobilicorpus,30-39,Female,E,90-119,
27318,Mobilicorpus,50-59,Female,E,30-59,
27098,Mobilicorpus,20-29,Male,E,150-179,
27109,Mobilicorpus,20-29,Female,E,180+,
27143,Mobilicorpus,40-49,Male,E,30-59,
27146,Mobilicorpus,30-39,Male,E,30-59,
17111,Mobilicorpus,30-39,Male,E,0-29,
23790,Mobilicorpus,30-39,Male,E,30-59,
18727,Specialis Revelio,30-39,Male,E,120-149,
15049,Specialis Revelio,20-29,Female,E,30-59,
27786,Mobilicorpus,50-59,Female,E,30-59,
50118,Impedimenta,30-39,Female,E,60-89,
18467,Defodio,30-39,Female,E,30-59,
19312,Mobilicorpus,20-29,Male,E,120-149,
17110,Duro,30-39,Male,E,30-59,
50346,Liberacorpus,30-39,Female,E,120-149,
26149,Confringo,50-59,Female,E,150-179,
18955,Mobilicorpus,20-29,Male,E,90-119,
18622,Liberacorpus,60>,Female,E,60-89,
18879,Mobilicorpus,30-39,Male,E,0-29,
15139,Mobilicorpus,50-59,Female,E,0-29,
14648,Confringo,30-39,Male,E,120-149,
27144,Mobilicorpus,30-39,Male,E,0-29,
12580,Mobilicorpus,30-39,Female,E,60-89,
23788,Mobilicorpus,20-29,Female,E,0-29,
17455,Impedimenta,50-59,Male,E,60-89,
16509,Mobilicorpus,40-49,Male,E,90-119,
14850,Liberacorpus,30-39,Female,E,30-59,Standing Desk
50423,Mobilicorpus,30-39,Male,E,30-59,
16730,Mobilicorpus,30-39,Male,E,120-149,
23052,Mobilicorpus,20-29,Female,E,180+,
23583,Reducto,50-59,Male,E,30-59,
26428,Meteolojinx Recanto,50-59,Female,E,0-29,
23531,Confringo,20-29,Male,E,180+,
23335,Defodio,60>,Female,E,90-119,
18949,Impedimenta,60>,Female,E,150-179,
10902,Liberacorpus,40-49,Female,E,30-59,
13134,Confringo,60>,Male,E,120-149,
17545,Duro,20-29,Female,E,60-89,
24449,Locomotor Mortis,50-59,Male,E,0-29,
23169,Liberacorpus,50-59,Female,E,0-29,
19420,Duro,30-39,Female,E,60-89,
27322,Confringo,40-49,Male,E,180+,
21887,Fidelius Charm,20-29,Male,E,150-179,
25280,Defodio,60>,Female,E,60-89,
19279,Locomotor Mortis,40-49,NULL,E,150-179,
20702,Liberacorpus,60>,Female,E,0-29,
19322,Impedimenta,60>,Female,E,30-59,
27336,Sonorus,20-29,Male,E,0-29,
19490,Liberacorpus,60>,Female,E,30-59,
20434,Aparecium,50-59,Female,E,30-59,
19280,Liberacorpus,50-59,Male,E,180+,
21945,Deprimo,30-39,Male,E,90-119,
27834,Avada Kedavra,60>,Male,E,60-89,
25877,Mobilicorpus,20-29,Male,E,0-29,
22145,Defodio,50-59,Female,E,0-29,
19942,Confringo,20-29,Female,E,0-29,
23532,Confringo,50-59,Female,E,30-59,
22026,Impedimenta,20-29,Male,E,120-149,
27330,Mobilicorpus,30-39,Female,E,60-89,
26803,Duro,40-49,Male,E,180+,
27889,Locomotor Mortis,30-39,Female,E,180+,
26890,Mobilicorpus,40-49,NULL,E,30-59,
26910,Mobilicorpus,30-39,Male,E,60-89,
27319,Mobilicorpus,20-29,Male,E,90-119,
27324,Mobilicorpus,30-39,Male,E,60-89,
27328,Mobilicorpus,40-49,Female,E,120-149,
27385,Mobilicorpus,20-29,Female,E,30-59,
27393,Mobilicorpus,40-49,Female,E,60-89,
26905,Mobilicorpus,20-29,Male,E,120-149,
26908,Mobilicorpus,20-29,Male,E,30-59,
27317,Mobilicorpus,20-29,Male,E,180+,
27376,Mobilicorpus,20-29,Male,E,180+,
27378,Mobilicorpus,40-49,Female,E,180+,
27381,Mobilicorpus,40-49,NULL,E,30-59,
27434,Mobilicorpus,50-59,Female,E,90-119,
26889,Mobilicorpus,20-29,Male,E,60-89,
15191,Mobilicorpus,40-49,Male,E,30-59,
27400,Mobilicorpus,40-49,Male,E,30-59,
24347,Impedimenta,20-29,Male,E,30-59,
24248,Impedimenta,20-29,Male,E,120-149,
11904,Mobilicorpus,60>,Female,E,150-179,
23920,Impedimenta,20-29,Male,E,30-59,
26447,Mobilicorpus,30-39,Male,E,0-29,
23161,Aparecium,60>,Female,E,90-119,
17970,Duro,40-49,NULL,E,30-59,
19142,Specialis Revelio,30-39,Female,E,150-179,
12918,Specialis Revelio,50-59,Female,E,30-59,
26531,Imperio,50-59,Male,E,60-89,
18951,Mobilicorpus,20-29,Male,E,150-179,
19281,Confringo,30-39,Male,E,30-59,
27963,Defodio,30-39,Female,E,30-59,
26314,Mobilicorpus,50-59,Female,E,60-89,
27469,Mobilicorpus,40-49,Female,E,60-89,
27480,Mobilicorpus,20-29,Male,E,30-59,
15106,Defodio,30-39,Female,E,60-89,
21771,Specialis Revelio,60>,Male,E,150-179,
19742,Mobilicorpus,50-59,Female,E,120-149,
18211,Liberacorpus,60>,Female,E,60-89,
18788,Mobilicorpus,40-49,Male,E,30-59,
18632,Confringo,30-39,Male,E,60-89,
19797,Confringo,30-39,Female,E,90-119,
25033,Confringo,30-39,Female,E,0-29,
10963,Confringo,50-59,Female,E,0-29,
15095,Locomotor Mortis,30-39,Female,E,60-89,
27527,Duro,30-39,Female,E,150-179,
15653,Defodio,40-49,Male,E,30-59,
17004,Locomotor Mortis,40-49,Male,E,30-59,
15795,Defodio,30-39,Female,E,0-29,
18774,Aparecium,60>,Female,E,60-89,
15243,Duro,50-59,Female,E,90-119,
27412,Confringo,30-39,Male,E,60-89,
27367,Mobilicorpus,50-59,Male,E,30-59,
27379,Mobilicorpus,20-29,Male,E,180+,
27415,Mobilicorpus,30-39,Male,E,150-179,
27437,Mobilicorpus,50-59,Male,E,0-29,
27459,Mobilicorpus,30-39,Male,E,150-179,
27390,Mobilicorpus,20-29,Female,E,60-89,
27431,Mobilicorpus,40-49,NULL,E,180+,
27436,Mobilicorpus,20-29,Female,E,90-119,
26912,Mobilicorpus,20-29,Male,E,60-89,
27380,Mobilicorpus,30-39,Female,E,180+,
26888,Mobilicorpus,<20,Male,E,30-59,
27416,Mobilicorpus,20-29,Female,E,150-179,
27442,Mobilicorpus,30-39,Female,E,60-89,
27443,Mobilicorpus,20-29,Male,E,120-149,
27444,Mobilicorpus,40-49,Female,E,120-149,
27452,Mobilicorpus,20-29,Male,E,0-29,
27489,Mobilicorpus,50-59,Female,E,120-149,
25924,Mobilicorpus,20-29,Male,E,0-29,
27258,Mobilicorpus,50-59,Male,E,120-149,
10999,Specialis Revelio,50-59,Female,E,60-89,
20376,Defodio,50-59,Female,E,120-149,
12643,Duro,20-29,Female,E,60-89,
27555,Fidelius Charm,20-29,Female,E,60-89,
27557,Fidelius Charm,20-29,Female,E,120-149,
23034,Mobilicorpus,50-59,Male,E,60-89,
27463,Mobilicorpus,20-29,Female,E,90-119,
27496,Mobilicorpus,40-49,Male,E,30-59,
27504,Mobilicorpus,20-29,Female,E,30-59,
27514,Mobilicorpus,20-29,Male,E,150-179,
27536,Mobilicorpus,20-29,Male,E,180+,
27539,Mobilicorpus,20-29,Female,E,150-179,
15300,Mobilicorpus,20-29,Male,E,30-59,
27460,Mobilicorpus,20-29,Female,E,60-89,
27461,Mobilicorpus,30-39,Female,E,60-89,
27491,Mobilicorpus,20-29,Female,E,90-119,
27494,Mobilicorpus,30-39,Male,E,30-59,
27500,Mobilicorpus,20-29,Female,E,30-59,
27511,Mobilicorpus,50-59,Male,E,60-89,
27520,Mobilicorpus,40-49,Male,E,0-29,
27524,Mobilicorpus,30-39,Female,E,0-29,
27526,Mobilicorpus,20-29,Female,E,150-179,
27533,Mobilicorpus,30-39,Female,E,30-59,
27550,Mobilicorpus,20-29,Female,E,180+,
27552,Mobilicorpus,30-39,Male,E,150-179,
27872,Mobilicorpus,30-39,Female,E,120-149,
27885,Mobilicorpus,50-59,Male,E,0-29,
27891,Mobilicorpus,20-29,Male,E,60-89,
27537,Mobilicorpus,40-49,Female,E,30-59,
12207,Confringo,40-49,Female,E,60-89,
10230,Mobilicorpus,40-49,Male,E,30-59,
18965,Confringo,30-39,Female,E,30-59,
18626,Confringo,20-29,Female,E,30-59,
19457,Duro,30-39,Female,E,60-89,
19756,Meteolojinx Recanto,30-39,Female,E,30-59,
11931,Duro,50-59,Female,E,90-119,
24744,Fidelius Charm,50-59,Female,E,60-89,
50061,Defodio,30-39,Male,E,150-179,
10511,Confringo,40-49,Female,E,30-59,
27670,Fidelius Charm,30-39,Male,E,30-59,
27876,Fidelius Charm,30-39,Male,E,120-149,
27562,Fidelius Charm,20-29,Female,E,30-59,
27564,Fidelius Charm,30-39,Male,E,30-59,
27681,Mobilicorpus,20-29,Male,E,60-89,
27684,Mobilicorpus,20-29,Male,E,60-89,
27718,Mobilicorpus,20-29,Male,E,30-59,
27781,Mobilicorpus,20-29,Male,E,60-89,
27669,Mobilicorpus,40-49,Male,E,0-29,
27673,Mobilicorpus,20-29,Male,E,150-179,
27685,Mobilicorpus,30-39,Female,E,150-179,
27688,Mobilicorpus,30-39,Male,E,0-29,
27714,Mobilicorpus,20-29,Male,E,180+,
27716,Mobilicorpus,20-29,Female,E,90-119,
27738,Nox,30-39,Male,E,120-149,
27559,Fidelius Charm,20-29,Male,E,90-119,
15739,Meteolojinx Recanto,30-39,Female,E,60-89,
27562,Mobilicorpus,20-29,Female,E,0-29,
27564,Mobilicorpus,30-39,Male,E,0-29,
27164,Aparecium,50-59,Female,E,180+,
12520,Mobilicorpus,50-59,Female,E,120-149,
27185,Mobilicorpus,30-39,Female,E,90-119,
27559,Locomotor Mortis,20-29,Male,E,30-59,
14246,Fidelius Charm,40-49,Female,E,180+,
12742,Mobilicorpus,20-29,Female,E,30-59,
18054,Imperio,30-39,Female,E,30-59,
27670,Mobilicorpus,30-39,Male,E,30-59,
26745,Mobilicorpus,40-49,Male,E,180+,
25966,Aparecium,50-59,Female,E,60-89,
20516,Mobilicorpus,30-39,Female,E,150-179,
21123,Fidelius Charm,40-49,Male,E,30-59,
23920,Sonorus,20-29,Male,E,0-29,
23790,Duro,30-39,Male,E,0-29,
22909,Fidelius Charm,30-39,Male,E,30-59,
16952,Impedimenta,40-49,Male,E,180+,
27876,Duro,30-39,Male,E,60-89,
27555,Confringo,20-29,Female,E,30-59,
22820,Mobilicorpus,20-29,Male,E,90-119,
50074,Mobilicorpus,30-39,Male,E,30-59,
22997,Mobilicorpus,20-29,Female,E,150-179,
22585,Mobilicorpus,30-39,Male,E,150-179,
23512,Mobilicorpus,20-29,Female,E,60-89,
17707,Mobilicorpus,30-39,Male,E,150-179,
20055,Duro,30-39,Male,E,30-59,
15021,Mobilicorpus,30-39,Male,E,0-29,
14630,Mobilicorpus,20-29,Male,E,60-89,
19146,Locomotor Mortis,30-39,Male,E,30-59,
27557,Duro,20-29,Female,E,30-59,
12494,Specialis Revelio,50-59,Male,E,180+,
27847,Mobilicorpus,20-29,Male,E,180+,
27627,Sonorus,20-29,Female,E,60-89,
27843,Mobilicorpus,30-39,Female,E,0-29,
20930,Mobilicorpus,20-29,Female,E,30-59,
27608,Mobilicorpus,30-39,Female,E,120-149,
27791,Mobilicorpus,40-49,Female,E,60-89,
27820,Mobilicorpus,30-39,Female,E,60-89,
27821,Mobilicorpus,20-29,Female,E,120-149,
27825,Mobilicorpus,30-39,Female,E,30-59,
27841,Mobilicorpus,20-29,Female,E,30-59,
27842,Mobilicorpus,30-39,Male,E,60-89,
27855,Mobilicorpus,40-49,Female,E,0-29,
27901,Mobilicorpus,20-29,Male,E,30-59,
27897,Mobilicorpus,30-39,Female,E,150-179,
27793,Mobilicorpus,20-29,Male,E,30-59,
27465,Duro,40-49,Male,E,0-29,
27600,Mobilicorpus,40-49,Female,E,90-119,
27604,Mobilicorpus,30-39,Female,E,30-59,
27621,Mobilicorpus,20-29,Female,E,60-89,
27792,Mobilicorpus,40-49,NULL,E,90-119,
27949,Mobilicorpus,50-59,Female,E,180+,
27610,Duro,40-49,Female,E,30-59,
27796,Mobilicorpus,20-29,Female,E,0-29,
18766,Liberacorpus,20-29,Female,E,60-89,
21412,Confringo,30-39,Female,E,0-29,
21105,Impedimenta,20-29,Female,E,180+,
25157,Mobilicorpus,50-59,Male,E,30-59,
17935,Mobilicorpus,20-29,Male,E,60-89,
25130,Mobilicorpus,30-39,Male,E,0-29,
25189,Mobilicorpus,30-39,Female,E,30-59,
27602,Mobilicorpus,20-29,Female,E,0-29,
27625,Mobilicorpus,30-39,Male,E,60-89,
27904,Mobilicorpus,20-29,Male,E,30-59,
27935,Mobilicorpus,30-39,Male,E,120-149,
27903,Mobilicorpus,20-29,Male,E,150-179,
25469,Mobilicorpus,20-29,Male,E,0-29,
25089,Duro,20-29,Female,E,30-59,
25418,Mobilicorpus,20-29,Male,E,30-59,
14855,Confringo,30-39,Female,E,30-59,
25106,Mobilicorpus,30-39,Male,E,60-89,
20933,Mobilicorpus,20-29,Female,E,180+,
25147,Mobilicorpus,40-49,Male,E,30-59,
25260,Mobilicorpus,30-39,Female,E,60-89,
24949,Mobilicorpus,20-29,Female,E,30-59,
25086,Mobilicorpus,40-49,Male,E,150-179,
25117,Mobilicorpus,20-29,Female,E,90-119,
25132,Mobilicorpus,50-59,Female,E,30-59,
25265,Mobilicorpus,20-29,Female,E,90-119,
25444,Mobilicorpus,20-29,Female,E,30-59,
25456,Mobilicorpus,20-29,Female,E,90-119,
25463,Mobilicorpus,30-39,Male,E,60-89,
25475,Mobilicorpus,50-59,Female,E,60-89,
25263,Mobilicorpus,20-29,Female,E,30-59,
25276,Mobilicorpus,20-29,Male,E,120-149,
25224,Fidelius Charm,30-39,Male,E,60-89,
23892,Mobilicorpus,20-29,Male,E,30-59,
25282,Mobilicorpus,50-59,Female,E,30-59,
17037,Mobilicorpus,20-29,Female,E,30-59,
25428,Mobilicorpus,30-39,Female,E,150-179,
25494,Mobilicorpus,30-39,Male,E,150-179,
25075,Mobilicorpus,40-49,Male,E,30-59,
25078,Mobilicorpus,20-29,Female,E,0-29,
25116,Mobilicorpus,40-49,Female,E,0-29,
25126,Mobilicorpus,40-49,Male,E,90-119,
25137,Mobilicorpus,40-49,Male,E,30-59,
25178,Mobilicorpus,30-39,Female,E,0-29,
25184,Mobilicorpus,30-39,Male,E,30-59,
25228,Mobilicorpus,30-39,Male,E,120-149,
25261,Mobilicorpus,30-39,Female,E,150-179,
25492,Mobilicorpus,20-29,Female,E,0-29,
14144,Mobilicorpus,20-29,Male,E,0-29,
25437,Mobilicorpus,30-39,Male,E,60-89,
25220,Fidelius Charm,20-29,Male,E,180+,
25277,Mobilicorpus,40-49,Male,E,60-89,
25152,Mobilicorpus,20-29,Male,E,60-89,
25156,Mobilicorpus,20-29,Female,E,60-89,
25170,Mobilicorpus,30-39,Male,E,30-59,
25414,Mobilicorpus,40-49,Female,E,30-59,
25153,Mobilicorpus,30-39,Male,E,0-29,
25176,Mobilicorpus,20-29,Male,E,0-29,
25419,Mobilicorpus,20-29,Male,E,120-149,
25423,Mobilicorpus,20-29,Male,E,30-59,
25466,Mobilicorpus,30-39,Female,E,30-59,
25472,Mobilicorpus,20-29,Male,E,60-89,
25187,Impedimenta,20-29,Female,E,60-89,
25360,Mobilicorpus,40-49,Female,E,150-179,
25133,Mobilicorpus,20-29,Male,E,90-119,
25445,Mobilicorpus,20-29,Male,E,60-89,
25427,Mobilicorpus,30-39,Male,E,120-149,
25473,Mobilicorpus,40-49,Female,E,30-59,
25512,Mobilicorpus,20-29,Male,E,0-29,
25159,Mobilicorpus,30-39,Female,E,30-59,
25305,Confringo,30-39,Male,E,90-119,
17366,Mobilicorpus,20-29,Male,E,30-59,
25288,Mobilicorpus,20-29,Female,E,150-179,
25295,Mobilicorpus,20-29,Male,E,30-59,
25297,Mobilicorpus,20-29,Male,E,30-59,
25309,Confringo,20-29,Male,E,0-29,
25367,Mobilicorpus,20-29,Female,E,60-89,
25393,Mobilicorpus,20-29,Female,E,0-29,
28606,Mobilicorpus,40-49,Female,E,60-89,
28601,Fidelius Charm,30-39,Male,E,30-59,
25084,Mobilicorpus,30-39,Male,E,30-59,
25085,Mobilicorpus,20-29,Female,E,0-29,
25236,Mobilicorpus,20-29,Male,E,30-59,
25238,Mobilicorpus,30-39,Male,E,30-59,
25359,Mobilicorpus,20-29,Male,E,60-89,
25369,Mobilicorpus,20-29,Male,E,90-119,
25376,Mobilicorpus,20-29,Male,E,180+,
25389,Mobilicorpus,40-49,NULL,E,90-119,
25394,Mobilicorpus,30-39,Male,E,180+,
27913,Mobilicorpus,30-39,Female,E,60-89,
25128,Mobilicorpus,20-29,Male,E,60-89,
25141,Mobilicorpus,20-29,Female,E,30-59,
25352,Mobilicorpus,20-29,Male,E,30-59,
25372,Mobilicorpus,50-59,Female,E,30-59,
25377,Mobilicorpus,40-49,Male,E,60-89,
28608,Mobilicorpus,20-29,Male,E,150-179,
28615,Mobilicorpus,20-29,Male,E,60-89,
28616,Mobilicorpus,20-29,Male,E,180+,
22656,Mobilicorpus,20-29,Female,E,0-29,
21771,Relashio,60>,Male,E,0-29,
15003,Relashio,30-39,Male,E,30-59,
14485,Relashio,50-59,Male,E,30-59,
15566,Deprimo,40-49,Female,E,120-149,
23074,Deprimo,50-59,Female,E,90-119,
14962,Relashio,30-39,Male,E,0-29,
28888,Defodio,40-49,Male,E,60-89,
26948,Defodio,30-39,Female,E,60-89,
15736,Deprimo,50-59,Female,E,30-59,
21450,Relashio,50-59,Male,E,0-29,
17299,Sonorus,30-39,Male,E,90-119,
23971,Deprimo,50-59,Female,E,180+,
10124,Deprimo,50-59,Male,E,30-59,
15658,Deprimo,30-39,Female,E,90-119,
50039,Oppugno,50-59,Male,E,180+,
26509,Deprimo,50-59,Male,E,0-29,
12569,Deprimo,40-49,Female,E,90-119,
14026,Deprimo,40-49,Female,E,120-149,
21029,Deprimo,40-49,Female,E,60-89,
22837,Deprimo,50-59,Female,E,120-149,
27953,Deprimo,30-39,Male,E,30-59,
22019,Deprimo,60>,Female,E,30-59,
18294,Mobilicorpus,20-29,Male,E,60-89,
28577,Duro,30-39,Male,E,120-149,
28887,Duro,40-49,Male,E,30-59,
26128,Mobilicorpus,50-59,Female,E,0-29,
26156,Deprimo,<20,Female,E,0-29,
24549,Scourgify,50-59,Female,E,0-29,
24178,Deprimo,50-59,Male,E,0-29,
26480,Deprimo,20-29,Male,E,30-59,
50118,Deprimo,30-39,Female,E,150-179,
23934,Deprimo,40-49,Male,E,30-59,
26825,Relashio,60>,Female,E,120-149,
27738,Reparo,30-39,Male,E,120-149,Ergonomic Chair
22197,Relashio,20-29,Female,E,30-59,
23973,Relashio,30-39,Male,E,60-89,
25179,Relashio,50-59,Female,E,30-59,
18867,Mobilicorpus,20-29,Male,E,180+,
10747,Relashio,50-59,Female,E,180+,
23117,Deprimo,20-29,Male,E,30-59,
19333,Deprimo,50-59,Female,E,120-149,
21105,Deprimo,20-29,Female,E,120-149,
24450,Deprimo,20-29,Male,E,90-119,
10206,Deprimo,40-49,Male,E,0-29,
24233,Deprimo,20-29,Male,E,0-29,
25897,Oppugno,20-29,Male,E,120-149,
24654,Deprimo,40-49,Female,E,30-59,
15326,Deprimo,30-39,Female,E,60-89,
22981,Deprimo,40-49,Male,E,0-29,
14136,Deprimo,20-29,Male,E,60-89,
14670,Deprimo,40-49,Male,E,30-59,
20026,Deprimo,40-49,Female,E,30-59,
15648,Defodio,50-59,Female,E,30-59,
16626,Defodio,50-59,Female,E,90-119,
13918,Defodio,60>,Female,E,30-59,
18251,Deprimo,30-39,Female,E,150-179,
24473,Defodio,50-59,Female,E,120-149,
25384,Defodio,50-59,Female,E,90-119,
19322,Deprimo,60>,Female,E,120-149,
24616,Deprimo,40-49,Male,E,60-89,
24373,Confringo,50-59,Female,E,150-179,
24180,Mobilicorpus,30-39,Female,E,60-89,
22673,Mobilicorpus,20-29,Female,E,120-149,
25071,Deprimo,40-49,Female,E,60-89,
24317,Deprimo,30-39,Male,E,60-89,
15537,Scourgify,30-39,Female,E,60-89,
13152,Relashio,40-49,Male,E,120-149,
14335,Relashio,40-49,Female,E,150-179,
50026,Liberacorpus,50-59,Male,E,30-59,
14850,Mobilicorpus,30-39,Female,E,180+,
11191,Relashio,50-59,Female,E,150-179,Ergonomic Chair
11644,Relashio,50-59,Male,E,30-59,
21917,Relashio,20-29,Female,E,60-89,
22230,Relashio,20-29,Female,E,30-59,
22484,Relashio,40-49,Female,E,30-59,
50035,Relashio,40-49,Male,E,120-149,
17714,Relashio,20-29,Female,E,180+,
22989,Relashio,30-39,Male,E,180+,Ergonomic Chair
23526,Relashio,20-29,Male,E,30-59,
17869,Mobilicorpus,20-29,Male,E,90-119,
25784,Oppugno,20-29,Male,E,150-179,
24561,Deprimo,30-39,Female,E,60-89,
15879,Deprimo,30-39,Female,E,30-59,
20076,Deprimo,40-49,Male,E,120-149,
22026,Deprimo,20-29,Male,E,120-149,
28213,Deprimo,20-29,Male,E,30-59,
24258,Oppugno,20-29,Male,E,30-59,
24262,Oppugno,20-29,Male,E,180+,
25605,Oppugno,20-29,Male,E,60-89,
25755,Oppugno,40-49,Male,E,60-89,
12364,Deprimo,40-49,Female,E,120-149,
19991,Deprimo,40-49,Female,E,30-59,
28493,Deprimo,30-39,Female,E,0-29,
22418,Defodio,50-59,Male,E,180+,
50289,Deprimo,30-39,Female,E,60-89,
15162,Deprimo,20-29,Female,E,180+,
26920,Deprimo,50-59,Male,E,30-59,
24332,Deprimo,20-29,Female,E,150-179,
13262,Confringo,40-49,Male,E,90-119,
20208,Confringo,30-39,Male,E,120-149,
22682,Fidelius Charm,20-29,Female,E,60-89,
23919,Deprimo,20-29,Male,E,0-29,
14332,Relashio,50-59,Male,E,60-89,
